Varste si grupe de varsta, Sexe, Judete, Localitati , Ani, UM: Numar persoane, Valoare
75-79 ani, Total, Vaslui, 163379 DELESTI, Anul 2026, Numar persoane, 90
75-79 ani, Total, Vaslui, 164277 DIMITRIE CANTEMIR, Anul 2026, Numar persoane, 79
75-79 ani, Total, Vaslui, 167286 DODESTI, Anul 2026, Numar persoane, 77
75-79 ani, Total, Vaslui, 163486 DRAGOMIRESTI, Anul 2026, Numar persoane, 98
75-79 ani, Total, Vaslui, 163618 DRANCENI, Anul 2026, Numar persoane, 149
75-79 ani, Total, Vaslui, 163681 DUDA-EPURENI, Anul 2026, Numar persoane, 152
75-79 ani, Total, Vaslui, 163734 DUMESTI, Anul 2026, Numar persoane, 101
75-79 ani, Total, Vaslui, 163789 EPURENI, Anul 2026, Numar persoane, 113
75-79 ani, Total, Vaslui, 163832 FALCIU, Anul 2026, Numar persoane, 201
75-79 ani, Total, Vaslui, 167295 FERESTI, Anul 2026, Numar persoane, 89
75-79 ani, Total, Vaslui, 167231 FRUNTISENI, Anul 2026, Numar persoane, 50
75-79 ani, Total, Vaslui, 163903 GAGESTI, Anul 2026, Numar persoane, 52
75-79 ani, Total, Vaslui, 164062 GARCENI, Anul 2026, Numar persoane, 49
75-79 ani, Total, Vaslui, 163967 GHERGHESTI, Anul 2026, Numar persoane, 79
75-79 ani, Total, Vaslui, 164133 GRIVITA, Anul 2026, Numar persoane, 121
75-79 ani, Total, Vaslui, 164197 HOCENI, Anul 2026, Numar persoane, 94
75-79 ani, Total, Vaslui, 164339 IANA, Anul 2026, Numar persoane, 110
75-79 ani, Total, Vaslui, 167222 IBANESTI, Anul 2026, Numar persoane, 27
75-79 ani, Total, Vaslui, 164393 IVANESTI, Anul 2026, Numar persoane, 121
75-79 ani, Total, Vaslui, 164543 IVESTI, Anul 2026, Numar persoane, 141
75-79 ani, Total, Vaslui, 164598 LAZA, Anul 2026, Numar persoane, 114
75-79 ani, Total, Vaslui, 164687 LIPOVAT, Anul 2026, Numar persoane, 127
75-79 ani, Total, Vaslui, 164749 LUNCA BANULUI, Anul 2026, Numar persoane, 125
75-79 ani, Total, Vaslui, 164829 MALUSTENI, Anul 2026, Numar persoane, 92
75-79 ani, Total, Vaslui, 164892 MICLESTI, Anul 2026, Numar persoane, 137
